time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,eval_score
155.76151180267334,2852.3721584360624,1854.0927486323396,10408.860537791277,-7.208069029678663,1,0.1,0.06986236572265625,0.9674825668334961,0.0100692045,0.00019840775,2852.3721584360624,3.92231822013855,0.05538415266137439,0.03449477090881092,2611.581392531018
153.32176685333252,3025.3356679004237,2265.560583560222,10978.903867107614,-7.282749739888415,0,0.1,0.0704963207244873,0.9787371158599854,0.0,0.0,2869.6685093824985,4.062453508377075,0.0477966114665974,0.03412953310908973,2796.4905383582127
149.31840229034424,2929.3911298043986,1999.7064674417363,9516.785601095986,-6.978252138901963,1,0.1,0.08474540710449219,1.0062131881713867,0.0099443495,0.00021455383,2875.6407714246884,3.913861036300659,0.051824691526819316,0.0411566524183553,3245.8088468788083
147.91600394248962,2813.6975299195856,2037.8445393728862,11118.156807345273,-7.530887330856692,0,0.1,0.0694117546081543,0.9951550960540771,0.0,0.0,2869.4464472741784,4.288906097412109,0.053160432378216105,0.03422947983350141,2637.186438587464
152.78600788116455,2946.4121609268277,2038.2211525391785,10318.005775563628,-7.368289676839048,0,0.1,0.06937623023986816,0.9762532711029053,0.0,0.0,2877.1430186394437,4.395725965499878,0.041240715028227355,0.031027985551952905,3197.9058585574944
155.21386456489563,3069.075793306265,2169.7989248245663,11595.288003683088,-7.3348795946194,0,0.1,0.06935405731201172,1.0023765563964844,0.0,0.0,2896.3362961061257,5.042728662490845,0.047872208814319854,0.03814781211341729,3070.8187918462245
156.34865593910217,3078.4526177743146,2113.4660002825326,9639.786455285295,2.132899281034746,0,0.1,0.06924819946289062,0.9964377880096436,0.0,0.0,2914.547928272945,3.8789594173431396,0.044182016514318856,0.026848365502042042,3513.293562395336
153.14279317855835,2725.3378077341977,1815.055010270254,9385.63153562431,-6.155023009735511,0,0.1,0.0841531753540039,0.970090389251709,0.0,0.0,2895.62691621907,4.354328155517578,0.04910646097721632,0.03468602161361523,2567.0004549068462
155.1832435131073,3350.49494076318,2127.4673655704532,11404.374616092338,-3.969276717678103,1,0.1,0.06968021392822266,0.9775843620300293,0.01009192,0.00016394196,2941.113718673481,3.958475112915039,0.04110735275192175,0.030108756043370186,2945.8395825540088
149.2921531200409,3128.652108964785,2308.7830541212693,12771.24561377632,-7.058607042912158,1,0.1,0.08519291877746582,1.0095717906951904,0.010010722,0.0006860435,2959.867557702611,3.9785573482513428,0.045906323856230016,0.030186148090823862,2645.922164522436
