time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,time_VF,VF_error_before,VF_error_after,eval_score
118.02492260932922,-10.17117690542304,5.990360908533298,-1.6091502799223403,-43.56188759938798,0,0.1,0.05826544761657715,0.8028597831726074,0.0,0.0,-10.17117690542304,4.658202409744263,1.0131864870521765,0.0758210953641269,33.31674310725102
86.15933799743652,-10.486765616370874,5.037670934661582,0.09841314923709102,-43.298938157492785,1,0.1,0.0587921142578125,0.8323061466217041,0.007448635,0.0019790411,-10.202735776517825,3.9728283882141113,0.08334879643918576,0.06745360388214956,33.3118891220736
85.59455943107605,-10.191834332736088,5.3987658061964705,-1.8797014907221832,-46.7265100175879,0,0.1,0.060521602630615234,0.82023024559021,0.0,0.0,-10.201645632139652,5.192924737930298,0.08601395688527576,0.06299414436554811,33.252469521361476
85.695157289505,-10.626770664805454,4.69620744261124,0.4312437498400905,-30.44831482303428,1,0.1,0.058597564697265625,0.8535683155059814,0.03333715,0.002224054,-10.24415813540623,3.8149685859680176,0.07014323918043056,0.057012764925489144,33.34462468933612
87.0814528465271,-10.577136837896864,5.099850311302359,0.5303866401518039,-37.273241740096644,0,0.1,0.06561660766601562,0.825857400894165,0.0,0.0,-10.277456005655294,3.735097646713257,0.07385815834260732,0.06458056461094258,33.35533926270851
85.22333288192749,-9.396292434150475,5.378101092207471,0.3589178830116586,-43.810997738355766,0,0.1,0.05923938751220703,0.8345737457275391,0.0,0.0,-10.189339648504813,3.9463367462158203,0.08330928971029522,0.0701784941270036,33.43818425274687
86.45118474960327,-9.881892935520414,5.226006135832888,0.27735476284475874,-35.1903614512571,0,0.1,0.0611109733581543,0.8221838474273682,0.0,0.0,-10.158594977206373,4.1481733322143555,0.07548405720424306,0.06289172244833664,33.42613432684177
87.35320401191711,-9.615763383763488,5.028569597890298,3.7890807788609564,-33.77524020594391,0,0.1,0.05702948570251465,0.8167777061462402,0.0,0.0,-10.104311817862085,4.045811414718628,0.08051157786452534,0.0653678295739864,33.36549384445777
86.3445656299591,-9.85689283183191,4.683133626232213,5.570732309587166,-29.28954104267798,0,0.1,0.05997896194458008,0.8319919109344482,0.0,0.0,-10.079569919259068,3.816610813140869,0.07807189152699671,0.06963580125421255,33.38071030804636
85.73065090179443,-9.167343657426787,4.399750356779714,-1.5780301476321155,-37.505485743757795,0,0.1,0.06522297859191895,0.852351188659668,0.0,0.0,-9.98834729307584,3.8579928874969482,0.07561735047268663,0.06052910039072768,33.41650064887948
86.67412853240967,-9.428967314181836,4.49108862588172,3.6536284761922264,-22.358232430318306,0,0.1,0.0664224624633789,0.8340661525726318,0.0,0.0,-9.93240929518644,3.810626268386841,0.07402954071752293,0.06709755797569583,33.38444298737589
